APP_NAME,PRIORITY,CATEGORY,POLICY,ISSUE_TITLE,SEVERITY,DATE_FOUND,#_OCCURRENCES,#_ISSUES
"OX-Security-Demo/Currency-Credits",35,"Git Posture","Security Policy file missing in repo","Security Policy missing from public repo","Medium",12/5/2023,1,1
"OX-Security-Demo/Insurance-Service",35,"Git Posture","Security Policy file missing in repo","Security Policy missing from public repo","Medium",12/5/2023,1,1
"michaelhorty/TMCLI",19,"Secret/PII Scan","PII embedded in code","Email Address is exposed in code","Medium",12/5/2023,1,1
"michaelhorty/CxCLI",15,"Secret/PII Scan","PII embedded in code","Email Address is exposed in code","Medium",12/5/2023,5,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","spring-web@4.3.10.RELEASE is a Java direct dependency having 3 indirect vulnerabilities and no direct vulnerabilities. CVE-2016-1000027 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Medium",12/5/2023,3,1
"michaelhorty/VDemo_JAVA",14,"Open Source Security","Vulnerable dependency (CVE) in code","spring-webmvc@4.3.10.RELEASE is a Java direct dependency having 2 indirect vulnerabilities and no direct vulnerabilities. CVE-2022-22965 (CVSS:9.8_ Code Injection) is the most severe vulnerability.","Medium",12/5/2023,2,1
"michaelhorty/VDemo_JAVA",14,"Secret/PII Scan","Secret in code","Generic Password was found in the code of a public repository","Medium",12/5/2023,2,1
"michaelhorty/CxMOreporting",12,"Secret/PII Scan","Secret in code","Generic Secret was found in the code of a private repository","Medium",12/5/2023,2,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","commons-fileupload@1.2.2 is a Java direct dependency having 5 direct vulnerabilities and no indirect vulnerabilities. CVE-2016-1000031 (CVSS:9.8_ Improper Access Control) is the most severe vulnerability.","Medium",12/5/2023,5,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","spring-webmvc@3.2.4.RELEASE is a Java direct dependency having 6 direct and 5 indirect vulnerabilities. CVE-2016-1000027 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Medium",12/5/2023,11,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","spring-core@3.2.4.RELEASE is a Java direct dependency having 14 direct vulnerabilities and no indirect vulnerabilities. CVE-2018-1270 (CVSS:9.8_ Code Injection) is the most severe vulnerability.","Medium",12/5/2023,14,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","jackson-databind@2.0.4 is a Java direct dependency having 45 direct vulnerabilities and no indirect vulnerabilities. CVE-2017-17485 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Medium",12/5/2023,45,1
"michaelhorty/WG384",10,"Open Source Security","Vulnerable dependency (CVE) in code","h2@1.4.187 is a Java direct dependency having 3 direct vulnerabilities and no indirect vulnerabilities. CVE-2021-42392 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Medium",12/5/2023,3,1
"michaelhorty/WG384",10,"Secret/PII Scan","Secret in code","Generic Password was found in the code of a private repository","Medium",12/5/2023,2,1
"michaelhorty/WG384",10,"Secret/PII Scan","PII embedded in code","Credit Card Number is exposed in code","Medium",12/5/2023,5,1
"michaelhorty/WG384",10,"Secret/PII Scan","PII embedded in code","Email Address is exposed in code","Medium",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","Dockerfile has only a root user","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container does not have a CPU limit","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container does not have a memory request","Low",12/5/2023,2,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container does not have a memory limit","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container may not pull latest image","Low",12/5/2023,2,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container does not use a read-only filesystem","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container does not use NET_RAW capabilities","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s pod does not have a securityContext assigned","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container does not have a securityContext assigned","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container secure computing mode is not configured to the secure default setting","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container is not restricted to default capabilities","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s Service Account token should be mounted only when required","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container should run under a high UID to prevent privilege escalation","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s image to be deployed is not selected by digest","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s authorization mode does not include RBAC","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s readiness probe is not configured","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s API Server profiling argument is not set to false","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s audit log retention period is not set to 30 days or as appropriate","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s old log file retention count is not set to 10 or as appropriate","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s audit log file size is not set to 100 MB or as appropriate","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container is not pulling a specific image version","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s cluster should not use default namespace","Low",12/5/2023,2,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s liveness probe is not configured","Low",12/5/2023,2,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s container does not have a CPU request","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s Kubelet should be enabled via certificate","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s Kubelet read-only port should be disabled","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s Kernel parameters should be protected from override","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","K8s Kubelet should manage iptables","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS S3 Bucket does not have public access blocks","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS S3 bucket does not have a lifecycle configuration","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS S3 bucket does not have event notifications enabled","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS S3 bucket does not have cross-region replication enabled","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS S3 bucket is not encrypted with KMS by default","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS S3 access logging is not configured","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS EC2 instance does not have an IAM role attached","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS EC2 EBS is not optimized","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS Security Group rule does not have a description","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Infrastructure as Code Scan","IaC issue","AWS EC2 Instance Metadata Service version without authentication","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"CI/CD Posture","Excessive permissions in workflow file","Workflow file should be configured with minimum required permissions","Low",12/5/2023,2,1
"OX-Security-Demo/Bank-Website",97,"Open Source Security","Vulnerable dependency (CVE) in code","springfox-swagger2@2.9.2 is a Java direct dependency having 3 indirect vulnerabilities and no direct vulnerabilities. CVE-2023-2976 (CVSS:7.1_ Improper Access Control) is the most severe vulnerability.","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Open Source Security","Vulnerable dependency (CVE) in code","spring-boot-starter@2.1.2.RELEASE is a Java direct dependency having 11 indirect vulnerabilities and no direct vulnerabilities. CVE-2022-27772 (CVSS:7.8_ Information Exposure) is the most severe vulnerability.","Low",12/5/2023,11,1
"OX-Security-Demo/Bank-Website",97,"Secret/PII Scan","Secret in code","reCAPTCHA Site Key was found in the code of a private repository","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-qemu-action","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-buildx-action","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability due to explicit unescape in a Mustache template","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability due to variable usage in script tag","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in JQuery method","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in JQuery .html() function","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Code Security","SAST issue","Cross-Site Request Forgery (CSRF) vulnerability due to unrestricted Request Mapping","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website",97,"Code Security","SAST issue","Command Injection vulnerability due to formatted string in ProcessBuilder call","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Code Security","SAST issue","SQL Injection (SQLI) vulnerability due to formatted string in a SQL statement","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website",97,"Open Source Security","Vulnerable dependency (CVE) in DockerFile base image","nginx@alpine is a base image defined in client/Dockerfile having 5 vulnerabilities. Top risk: CVE-2023-43787 (CVSS:7.8_ Incorrect Calculation)","Low",12/5/2023,5,1
"OX-Security-Demo/Bank-Website",97,"Open Source Security","Vulnerable dependency (CVE) in DockerFile base image","nginx@alpine is a base image defined in internal_site/Dockerfile having 5 vulnerabilities. Top risk: CVE-2023-43787 (CVSS:7.8_ Incorrect Calculation)","Low",12/5/2023,5,1
"OX-Security-Demo/Multi-currency-management",97,"Infrastructure as Code Scan","IaC issue","AWS Lambda concurrency limits are not configured","Low",12/5/2023,1,1
"OX-Security-Demo/Multi-currency-management",97,"Infrastructure as Code Scan","IaC issue","AWS Lambda logs may be lost as a dead-letter queue is not used","Low",12/5/2023,3,1
"OX-Security-Demo/Multi-currency-management",97,"Infrastructure as Code Scan","IaC issue","AWS Lambda is not configured inside a VPC","Low",12/5/2023,3,1
"OX-Security-Demo/Multi-currency-management",97,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"OX-Security-Demo/Multi-currency-management",97,"Open Source Security","Vulnerable dependency (CVE) in code","jsonwebtoken@8.5.1 is a JavaScript direct dependency having 3 direct and 1 indirect vulnerabilities. CVE-2022-23539 (CVSS:8.1_ Weak Encryption) is the most severe vulnerability.","Low",12/5/2023,4,1
"OX-Security-Demo/Multi-currency-management",97,"CI/CD Posture","CI/CD workflow security issue","GitHub Actions run command is vulnerable to shell injection","Low",12/5/2023,2,1
"OX-Security-Demo/Multi-currency-management",97,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: aws-actions/configure-aws-credentials","Low",12/5/2023,1,1
"OX-Security-Demo/Multi-currency-management",97,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: aws-actions/amazon-ecr-login","Low",12/5/2023,1,1
"OX-Security-Demo/Multi-currency-management",97,"Code Security","SAST issue","Always use a valid certificate_ even during testing.","Low",12/5/2023,1,1
"OX-Security-Demo/Multi-currency-management",97,"Code Security","SAST issue","JWT is decoded before its signature is verified","Low",12/5/2023,1,1
"OX-Security-Demo/Multi-currency-management",97,"Code Security","SAST issue","Checks for setting the environment variable NODE_TLS_REJECT_UNAUTHORIZED to 0_ which disables TLS verification. This should only be used for debugging purposes. Setting the option rejectUnauthorized to false bypasses verification against the list of trusted CAs_ which also leads to insecure transport. These options lead to vulnerability to MTM attacks_ and should not be used.","Low",12/5/2023,1,1
"OX-Security-Demo/Multi-currency-management",97,"Code Security","SAST issue","Checks for any usage of http servers instead of https servers. Encourages the usage of https protocol instead of http_ which does not have TLS and is therefore unencrypted. Using http can lead to man-in-the-middle attacks in which the attacker is able to read sensitive information.","Low",12/5/2023,1,1
"OX-Security-Demo/Backend-Server",71,"Infrastructure as Code Scan","IaC issue","Dockerfile has only a root user","Low",12/5/2023,4,1
"OX-Security-Demo/Backend-Server",71,"Infrastructure as Code Scan","IaC issue","Dockerfile has 'FROM' with the 'latest' version tag","Low",12/5/2023,3,1
"OX-Security-Demo/Backend-Server",71,"Infrastructure as Code Scan","IaC issue","Dockerfile has unsafe 'ADD' instruction","Low",12/5/2023,67,1
"OX-Security-Demo/Backend-Server",71,"Infrastructure as Code Scan","IaC issue","Dockerfile has root as last defined user","Low",12/5/2023,1,1
"OX-Security-Demo/Backend-Server",71,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container does not have a CPU request","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container does not have a CPU limit","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container does not have a memory request","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container does not have a memory limit","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container is not pulling a specific image version","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container does not use a read-only filesystem","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container does not use NET_RAW capabilities","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s pod does not have a securityContext assigned","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container does not have a securityContext assigned","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container secure computing mode is not configured to the secure default setting","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container is not restricted to default capabilities","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s Service Account token should be mounted only when required","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s container should run under a high UID to prevent privilege escalation","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s image to be deployed is not selected by digest","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s liveness probe is not configured","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","K8s readiness probe is not configured","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","Dockerfile has only a root user","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Infrastructure as Code Scan","IaC issue","Dockerfile has unsafe 'ADD' instruction","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in JQuery method","Low",12/5/2023,12,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in JQuery selector","Low",12/5/2023,44,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in JQuery .html() function","Low",12/5/2023,21,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Denial-of-Service (DoS) vulnerability due to regex input","Low",12/5/2023,75,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Prototype Pollution vulnerability","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","CSRF protection is disabled for this configuration. This is a security risk.","Low",12/5/2023,2,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Cross-Site Request Forgery (CSRF) vulnerability due to unrestricted Request Mapping","Low",12/5/2023,16,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability via insecure document methods usage","Low",12/5/2023,29,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability in Element.innerHTML","Low",12/5/2023,29,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Command Injection vulnerability due to dynamic code execution","Low",12/5/2023,46,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Usage of non-cryptographic random number generator","Low",12/5/2023,4,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Cross-Site Scripting (XSS) vulnerability due to unescaped variable injection in 'href'","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Code Injection vulnerability due to non-literal package import","Low",12/5/2023,5,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Prototype Pollution vulnerability due to detected assignment to prototype object","Low",12/5/2023,8,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Weak cryptographic algorithm used","Low",12/5/2023,4,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Detected input from a HTTPServletRequest going into a session command_ like `setAttribute`. User input into such a command could lead to an attacker inputting malicious code into your session parameters_ blurring the line between what's trusted and untrusted_ and therefore leading to a trust boundary violation. This could lead to programmers trusting unvalidated data. Instead_ thoroughly sanitize user input before passing it into such function calls.","Low",12/5/2023,1,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Insecure Deserialization of objects using ObjectInputStream","Low",12/5/2023,2,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Information Disclosure vulnerability as cookie can be read by client-side script","Low",12/5/2023,2,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Cookie can be transmitted over an insecure channel","Low",12/5/2023,2,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","Cookie can be transmitted over an insecure channel","Low",12/5/2023,2,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","SQL Injection (SQLI) vulnerability due to formatted string in a SQL statement","Low",12/5/2023,6,1
"michaelhorty/WebGoat",71,"Code Security","SAST issue","XML external entities are not explicitly disabled for this XMLInputFactory. This could be vulnerable to XML external entity vulnerabilities. Explicitly disable external entities by setting javax.xml.stream.isSupportingExternalEntities to false.","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website-Backend",69,"Infrastructure as Code Scan","IaC issue","Github Actions job has top-level write-all permissions","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website-Backend",69,"Infrastructure as Code Scan","IaC issue","Dockerfile has only a root user","Low",12/5/2023,2,1
"OX-Security-Demo/Bank-Website-Backend",69,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","decode-uri-component@0.2.0 is a JavaScript direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2022-38900 (CVSS:7.5_ Improper Input Validation) is the most severe vulnerability.","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","pycrypto@2.6.1 is a Python direct dependency having 2 direct vulnerabilities and no indirect vulnerabilities. CVE-2013-7459 (CVSS:9.8_ Buffer Overflow) is the most severe vulnerability.","Low",12/5/2023,2,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","numpy@1.15.4 is a Python direct dependency having 5 direct vulnerabilities and no indirect vulnerabilities. CVE-2019-6446 (CVSS:9.8_ Deserialization of Untrusted Data) is the most severe vulnerability.","Low",12/5/2023,5,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","tensorflow@2.1.0 is a Python direct dependency having 397 direct and 1 indirect vulnerabilities. CVE-2020-15205 (CVSS:9.8_ Buffer Overflow) is the most severe vulnerability.","Low",12/5/2023,398,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","notebook@5.7.8 is a Python direct dependency having 5 direct vulnerabilities and no indirect vulnerabilities. CVE-2021-32798 (CVSS:9.6_ Cross-site scripting) is the most severe vulnerability.","Low",12/5/2023,5,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","jupyterlab@3.0.16 is a Python direct dependency having 1 direct and 2 indirect vulnerabilities. CVE-2021-32797 (CVSS:9.6_ Cross-site scripting) is the most severe vulnerability.","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","joblib@1.1.0 is a Python direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2022-21797 (CVSS:9.8) is the most severe vulnerability.","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","pillow@8.3.2 is a Python direct dependency having 9 direct vulnerabilities and no indirect vulnerabilities. CVE-2022-22817 (CVSS:9.8_ Improper Input Validation) is the most severe vulnerability.","Low",12/5/2023,9,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","certifi@2022.6.15 is a Python direct dependency having 2 direct vulnerabilities and no indirect vulnerabilities. CVE-2023-37920 (CVSS:9.8_ Insufficient Verification of Data Authenticity) is the most severe vulnerability.","Low",12/5/2023,2,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","torch@1.8.1 is a Python direct dependency having 1 direct vulnerability and no indirect vulnerabilities. CVE-2022-45907 (CVSS:9.8_ Code Injection) is the most severe vulnerability.","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website-Backend",69,"Open Source Security","Vulnerable dependency (CVE) in code","werkzeug@1.0.1 is a Python direct dependency having 3 direct vulnerabilities and no indirect vulnerabilities. CVE-2023-25577 (CVSS:7.5_ Improper Memory Management) is the most severe vulnerability.","Low",12/5/2023,3,1
"OX-Security-Demo/Bank-Website-Backend",69,"Secret/PII Scan","Secret in code","Generic Password was found in the code of a private repository","Low",12/5/2023,2,1
"OX-Security-Demo/Bank-Website-Backend",69,"CI/CD Posture","CI/CD workflow security issue","Github Actions job has top-level write-all permissions","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website-Backend",69,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: google-github-actions/auth","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website-Backend",69,"Code Security","SAST issue","Cross Site Scripting (XSS) vulnerability due to interpolated variables","Low",12/5/2023,1,1
"OX-Security-Demo/Bank-Website-Backend",69,"Code Security","SAST issue","FTP is not a secure protocol for sending files","Low",12/5/2023,1,1
"OX-Security-Demo/Investment-management",67,"Infrastructure as Code Scan","IaC issue","Dockerfile has only a root user","Low",12/5/2023,1,1
"OX-Security-Demo/Investment-management",67,"Infrastructure as Code Scan","IaC issue","Dockerfile has 'FROM' with the 'latest' version tag","Low",12/5/2023,1,1
"OX-Security-Demo/Investment-management",67,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"OX-Security-Demo/Investment-management",67,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-qemu-action","Low",12/5/2023,1,1
"OX-Security-Demo/Investment-management",67,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-buildx-action","Low",12/5/2023,1,1
"OX-Security-Demo/Investment-management",67,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/login-action","Low",12/5/2023,1,1
"OX-Security-Demo/Investment-management",67,"Open Source Security","Vulnerable dependency (CVE) in DockerFile base image","alpine@latest is a base image defined in Dockerfile having 4 vulnerabilities. Top risk: CVE-2023-5363 (CVSS:7.5)","Low",12/5/2023,4,1
"OX-Security-Demo/BankForensicsCollector",62,"Infrastructure as Code Scan","IaC issue","Dockerfile has only a root user","Low",12/5/2023,1,1
"OX-Security-Demo/BankForensicsCollector",62,"Infrastructure as Code Scan","IaC issue","Dockerfile has 'FROM' with the 'latest' version tag","Low",12/5/2023,1,1
"OX-Security-Demo/BankForensicsCollector",62,"CI/CD Posture","Excessive permissions in workflow setting","Workflow settings should be configured with minimum required permissions","Low",12/5/2023,1,1
"OX-Security-Demo/BankForensicsCollector",62,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-qemu-action","Low",12/5/2023,1,1
"OX-Security-Demo/BankForensicsCollector",62,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/setup-buildx-action","Low",12/5/2023,1,1
"OX-Security-Demo/BankForensicsCollector",62,"CI/CD Posture","Unpinned (SHA) Third-Party Actions in GitHub","Workflow uses third-party Actions that are not tied to a specific release: docker/login-action","Low",12/5/2023,1,1
"OX-Security-Demo/BankForensicsCollector",62,"Code Security","SAST issue","Usage of non-cryptographic random number generator","Low",12/5/2023,1,1
"OX-Security-Demo/BankForensicsCollector",62,"Open Source Security","Vulnerable dependency (CVE) in DockerFile base image","alpine@latest is a base image defined in Dockerfile having 4 vulnerabilities. Top risk: CVE-2023-5363 (CVSS:7.5)","Low",12/5/2023,4,1
"OX-Security-Demo/Lines-Credits",60,"Infrastructure as Code Scan","IaC issue","Dockerfile has only a root user","Low",12/5/2023,1,1
